,index,Unnamed: 0,url,name,active_from,active_to,position,college,height,weight,birth_date,NBA_fg%,NBA_g_played,NBA_ppg,NBA_ft%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft_per_g,NBA_fta_p_g,NBA__3ptpg,NBA__3ptapg,NBA__3ptpct,NBA_efgpct,NBA_PER,NBA_vorp,NBA_bpm,NBA_ws_per_48,NBA_ws,NCAA_fgpct,NCAA_games,NCAA_ppg,NCAA_ft,NCAA_fgpg,NCAA_fgapg,NCAA_ftpg,NCAA_ftapg,NCAA__3ptpg,NCAA__3ptapg,NCAA__3ptpct
419,1147,1147,/players/d/douglto01.html,Toney Douglas,2010,2017,G,"Auburn, Florida State",6-2,195.0,"March 16, 1986",0.404,394,7.6,0.824,2.8,6.9,1.0,1.2,1.1,3.2,0.354,0.486,13.2,2.2,-0.8,0.077,12.1,0.442,130.0,16.8,0.802,5.7,12.9,3.6,4.4,1.8,4.9,0.376
420,1148,1148,/players/d/douglch01.html,Chris Douglas-Roberts,2009,2015,G,Memphis,6-7,200.0,"January 8, 1987",0.439,222,7.1,0.831,2.6,5.9,1.5,1.8,0.4,1.1,0.329,0.471,11.5,-0.2,-2.2,0.059,5.4,0.54,109.0,14.2,0.725,5.1,9.4,3.3,4.6,0.7,1.8,0.372
421,1152,1152,/players/d/dowdeza01.html,Zabian Dowdell,2011,2011,G,Virginia Tech,6-3,191.0,"September 10, 1984",0.408,24,5.0,0.941,2.1,5.2,0.7,0.7,0.1,0.4,0.3,0.42,11.7,-0.1,-3.6,-0.019,-0.1,0.43,122.0,14.6,0.745,5.1,11.9,2.7,3.6,1.7,4.7,0.367
422,1155,1155,/players/d/dowtije01.html,Jeff Dowtin,2022,2022,G,Rhode Island,6-3,185.0,"May 10, 1997",0.308,9,2.1,1.0,0.9,2.9,0.2,0.2,0.1,1.0,0.111,0.327,6.8,-0.1,-5.6,-0.01,0.0,0.447,128.0,11.0,0.715,4.1,9.1,1.9,2.7,1.0,2.7,0.361
423,1157,1157,/players/d/doylemi01.html,Milton Doyle,2018,2018,G,Loyola Chicago,6-4,185.0,"October 31, 1993",0.277,10,3.4,0.5,1.3,4.7,0.4,0.8,0.4,2.3,0.174,0.319,5.2,-0.1,-6.8,-0.052,-0.1,0.438,121.0,13.3,0.718,4.4,10.2,3.2,4.5,1.2,3.4,0.344
424,1158,1158,/players/d/doziepj01.html,PJ Dozier,2018,2022,G,South Carolina,6-6,205.0,"October 25, 1996",0.407,105,6.4,0.673,2.5,6.0,0.7,1.0,0.8,2.4,0.319,0.471,10.5,-0.4,-2.8,0.048,1.9,0.398,70.0,10.4,0.579,4.0,10.1,1.6,2.8,0.7,2.7,0.277
425,1163,1163,/players/d/drewbr01.html,Bryce Drew,1999,2004,G,Valparaiso,6-2,185.0,"September 21, 1974",0.382,243,4.4,0.83,1.7,4.5,0.4,0.5,0.6,1.7,0.371,0.451,9.6,-1.1,-3.1,0.03,2.4,0.449,121.0,17.7,0.834,5.8,12.8,3.2,3.8,3.0,6.9,0.435
426,1166,1166,/players/d/drewla02.html,Larry Drew II,2015,2018,G,"UNC, UCLA",6-2,180.0,"March 5, 1990",0.329,22,2.9,0.667,1.2,3.7,0.1,0.1,0.3,1.6,0.2,0.372,4.1,-0.6,-9.6,-0.081,-0.5,0.412,131.0,5.5,0.601,2.0,4.9,0.9,1.5,0.6,1.8,0.343
427,1172,1172,/players/d/drumman01.html,Andre Drummond,2013,2022,C,UConn,6-10,279.0,"August 10, 1993",0.54,718,13.8,0.473,5.8,10.8,2.1,4.5,0.0,0.2,0.132,0.541,21.8,17.7,1.3,0.153,67.7,0.538,34.0,10.0,0.295,4.6,8.6,0.8,2.6,0.0,0.1,0.0
428,1174,1174,/players/d/duartch01.html,Chris Duarte,2022,2022,G,Oregon,6-6,190.0,"June 13, 1997",0.432,55,13.1,0.804,4.9,11.3,1.6,2.0,1.7,4.6,0.369,0.507,12.3,-0.1,-2.3,0.029,0.9,0.473,54.0,14.9,0.803,5.3,11.2,2.3,2.9,2.0,5.3,0.38
429,1179,1179,/players/d/dudleja01.html,Jared Dudley,2008,2021,F-G,Boston College,6-6,237.0,"July 10, 1985",0.463,904,7.3,0.732,2.7,5.7,1.0,1.4,1.0,2.5,0.393,0.548,12.5,11.0,0.2,0.103,43.0,0.504,130.0,15.9,0.731,5.3,10.5,4.4,6.0,0.9,2.5,0.365
430,1183,1183,/players/d/duhonch01.html,Chris Duhon,2005,2013,G,Duke,6-1,185.0,"August 31, 1982",0.393,606,6.5,0.784,2.2,5.7,1.0,1.2,1.1,3.0,0.363,0.488,10.8,3.2,-1.2,0.077,25.0,0.418,144.0,8.8,0.693,3.0,7.2,1.7,2.4,1.1,3.5,0.321
431,1185,1185,/players/d/dukeda01.html,David Duke Jr.,2022,2022,G,Providence,6-5,205.0,"October 13, 1999",0.361,22,4.7,0.81,1.8,4.9,0.8,1.0,0.4,1.7,0.243,0.403,10.0,-0.2,-3.9,0.048,0.3,0.394,91.0,11.5,0.769,3.8,9.6,2.7,3.5,1.3,3.4,0.377
432,1187,1187,/players/d/dumarjo01.html,Joe Dumars,1986,1999,G,McNeese State University,6-3,190.0,"May 24, 1963",0.46,1018,16.1,0.843,5.9,12.8,3.4,4.0,1.0,2.5,0.382,0.498,15.3,25.3,0.8,0.118,86.2,0.462,116.0,22.5,0.788,8.1,17.6,6.2,7.9,0.2,0.3,0.625
433,1189,1189,/players/d/dumasri02.html,Richard Dumas,1993,1996,F,Oklahoma State,6-7,200.0,"May 19, 1969",0.509,102,10.6,0.694,4.3,8.4,2.0,3.0,0.0,0.1,0.231,0.511,15.9,1.0,-0.2,0.097,4.5,0.501,70.0,15.9,0.685,6.4,12.8,3.0,4.4,0.1,0.4,0.192
434,1190,1190,/players/d/dumasto01.html,Tony Dumas,1995,1998,G,Missouri-Kansas City,6-6,190.0,"August 25, 1972",0.404,156,7.3,0.608,2.6,6.5,1.4,2.3,0.7,2.0,0.327,0.454,12.0,-0.7,-3.3,0.027,1.3,0.477,112.0,22.0,0.753,7.5,15.8,5.3,7.0,1.6,4.3,0.37
435,1192,1192,/players/d/duncati01.html,Tim Duncan,1998,2016,F-C,Wake Forest,6-11,250.0,"April 25, 1976",0.506,1392,19.0,0.696,7.4,14.6,4.2,6.1,0.0,0.1,0.179,0.507,24.2,91.1,5.6,0.209,206.4,0.577,128.0,16.5,0.689,6.2,10.7,4.1,5.9,0.1,0.4,0.321
436,1194,1194,/players/d/dunlemi02.html,Mike Dunleavy,2003,2017,F-G,Duke,6-9,230.0,"September 15, 1980",0.441,986,11.2,0.803,4.0,9.1,1.9,2.4,1.3,3.5,0.377,0.514,13.9,15.7,0.3,0.103,58.5,0.475,104.0,13.2,0.698,4.8,10.1,1.9,2.7,1.7,4.6,0.371
437,1195,1195,/players/d/dunnkr01.html,Kris Dunn,2017,2022,G,Providence,6-3,205.0,"March 18, 1994",0.42,245,8.1,0.739,3.3,7.9,1.0,1.3,0.5,1.7,0.299,0.453,11.8,-0.2,-2.1,0.031,3.9,0.45,95.0,12.8,0.693,4.5,9.9,3.1,4.5,0.8,2.2,0.354
438,1198,1198,/players/d/duprero01.html,Ronald Dupree,2004,2011,F,LSU,6-7,209.0,"January 26, 1981",0.427,157,3.5,0.559,1.4,3.2,0.7,1.3,0.0,0.1,0.385,0.432,10.2,-0.7,-3.5,0.052,1.9,0.483,129.0,13.4,0.638,5.2,10.7,2.6,4.0,0.5,1.7,0.3
439,1199,1199,/players/d/duranke01.html,Kevin Durant,2008,2022,F-G,Texas,6-10,240.0,"September 29, 1988",0.496,939,27.2,0.884,9.3,18.7,6.7,7.6,1.9,4.9,0.384,0.546,25.3,76.4,6.8,0.216,155.2,0.473,35.0,25.8,0.816,8.7,18.5,6.0,7.3,2.3,5.8,0.404
440,1209,1209,/players/d/dysonje01.html,Jerome Dyson,2012,2012,G,UConn,6-3,180.0,"May 1, 1987",0.396,9,7.4,0.778,2.1,5.3,3.1,4.0,0.1,0.9,0.125,0.406,11.3,-0.1,-3.6,0.026,0.1,0.39,113.0,14.4,0.735,4.6,11.9,4.0,5.4,1.2,3.8,0.318
441,1210,1210,/players/e/eacklle01.html,Ledell Eackles,1989,1998,G-F,New Orleans,6-5,220.0,"November 24, 1966",0.445,441,10.8,0.767,4.1,9.2,2.3,3.0,0.3,0.9,0.336,0.461,13.8,-0.7,-2.3,0.058,10.8,0.482,59.0,23.0,0.776,8.5,17.6,4.6,5.9,1.5,4.3,0.352
442,1212,1212,/players/e/earlac01.html,Acie Earl,1994,1997,F-C,Iowa,6-10,240.0,"June 23, 1970",0.403,193,5.1,0.667,1.9,4.6,1.3,2.0,0.0,0.0,0.0,0.403,10.6,-2.5,-5.9,0.005,0.3,0.508,116.0,15.3,0.68,5.5,10.9,4.3,6.3,0.0,0.1,0.286
443,1214,1214,/players/e/earlycl01.html,Cleanthony Early,2015,2016,F,Wichita State,6-8,210.0,"April 17, 1991",0.346,56,4.3,0.75,1.6,4.5,0.7,0.9,0.5,1.8,0.263,0.398,7.2,-0.8,-5.9,-0.039,-0.6,0.47,75.0,15.1,0.819,4.9,10.5,3.7,4.6,1.5,4.3,0.348
444,1218,1218,/players/e/ebankde01.html,Devin Ebanks,2011,2013,F,West Virginia,6-9,215.0,"October 28, 1989",0.385,63,3.6,0.722,1.3,3.4,0.8,1.1,0.1,0.6,0.222,0.404,9.6,-0.5,-4.8,0.035,0.5,0.463,69.0,11.2,0.736,4.0,8.6,3.1,4.2,0.1,1.0,0.114
445,1224,1224,/players/e/eddieja01.html,Jarell Eddie,2016,2018,G-F,Virginia Tech,6-7,218.0,"October 30, 1991",0.302,34,2.6,0.941,0.8,2.5,0.5,0.5,0.6,1.9,0.292,0.413,10.1,0.0,-2.0,0.041,0.2,0.385,123.0,9.6,0.812,3.1,8.1,1.8,2.2,1.6,4.3,0.365
446,1231,1231,/players/e/edneyty01.html,Tyus Edney,1996,2001,G,UCLA,5-10,152.0,"February 14, 1973",0.405,226,7.6,0.806,2.6,6.4,2.2,2.7,0.3,0.9,0.322,0.428,13.6,0.7,-1.5,0.068,6.8,0.481,125.0,12.1,0.805,3.9,8.1,3.6,4.5,0.8,2.0,0.383
447,1232,1232,/players/e/edwaran01.html,Anthony Edwards,2021,2022,G,Georgia,6-4,225.0,"August 5, 2001",0.429,144,20.3,0.781,7.3,17.1,3.0,3.8,2.7,7.8,0.344,0.508,15.2,1.9,-0.4,0.051,5.1,0.402,32.0,19.1,0.772,6.3,15.8,4.1,5.3,2.3,7.7,0.294
448,1233,1233,/players/e/edwarbi01.html,Bill Edwards,1994,1994,F,Wright State University,6-8,215.0,"September 22, 1971",0.111,3,2.0,0.4,0.7,6.0,0.7,1.7,0.0,1.7,0.0,0.111,-0.4,-0.1,-13.6,-0.282,-0.3,0.51,114.0,20.2,0.741,7.6,14.8,4.0,5.4,1.1,2.9,0.361
449,1234,1234,/players/e/edwarbl01.html,Blue Edwards,1990,1999,G-F,East Carolina University,6-4,200.0,"October 31, 1965",0.475,704,10.8,0.779,4.3,9.0,1.8,2.3,0.4,1.3,0.335,0.499,12.8,1.9,-1.6,0.063,24.2,0.555,57.0,20.6,0.75,8.2,14.7,3.8,5.1,0.5,1.0,0.473
450,1235,1235,/players/e/edwarca01.html,Carsen Edwards,2020,2022,G,Purdue,5-11,200.0,"March 12, 1998",0.364,72,3.7,0.758,1.4,3.7,0.3,0.5,0.6,2.2,0.297,0.45,8.1,-0.5,-5.1,0.019,0.3,0.412,108.0,17.8,0.817,5.9,14.2,3.4,4.2,2.6,7.1,0.368
451,1237,1237,/players/e/edwardo01.html,Doug Edwards,1994,1996,F,Florida State,6-7,220.0,"January 21, 1971",0.378,85,2.4,0.709,0.8,2.2,0.7,1.0,0.0,0.1,0.0,0.378,8.4,-0.6,-4.8,0.013,0.2,0.52,93.0,17.2,0.725,6.7,12.8,3.6,4.9,0.3,1.2,0.263
452,1240,1240,/players/e/edwarja02.html,Jay Edwards,1990,1990,G,Indiana,6-4,185.0,"January 3, 1969",0.429,4,1.8,0.333,0.8,1.8,0.3,0.8,0.0,0.5,0.0,0.429,7.8,0.0,-4.0,0.022,0.0,0.465,57.0,18.2,0.847,5.8,12.6,4.1,4.8,2.5,5.1,0.481
453,1242,1242,/players/e/edwarke02.html,Kessler Edwards,2022,2022,F,Pepperdine,6-8,215.0,"August 9, 2000",0.412,48,5.9,0.842,2.3,5.6,0.3,0.4,1.0,2.8,0.353,0.502,8.3,-0.5,-3.8,0.031,0.6,0.469,92.0,13.3,0.789,4.6,9.8,2.4,3.0,1.6,4.1,0.395
454,1243,1243,/players/e/edwarke01.html,Kevin Edwards,1989,2001,G,DePaul,6-3,190.0,"October 30, 1965",0.423,604,10.9,0.803,4.4,10.4,1.9,2.3,0.3,0.9,0.335,0.437,12.7,3.3,-1.1,0.039,12.5,0.534,61.0,16.3,0.793,6.6,12.4,2.4,3.0,0.7,1.5,0.446
455,1252,1252,/players/e/eisleho01.html,Howard Eisley,1995,2006,G,Boston College,6-2,177.0,"December 4, 1972",0.407,786,6.5,0.827,2.4,5.9,1.1,1.3,0.7,1.9,0.35,0.463,11.5,1.3,-1.7,0.058,19.5,0.444,126.0,12.9,0.784,4.2,9.5,3.0,3.8,1.6,3.5,0.447
456,1253,1253,/players/e/ekeziob01.html,Obinna Ekezie,2000,2005,F-C,Maryland,6-9,270.0,"August 22, 1975",0.423,143,3.6,0.72,1.2,2.7,1.3,1.7,0.0,0.0,0.0,0.423,11.2,-1.3,-5.4,0.054,1.7,0.488,118.0,9.9,0.654,3.4,6.9,3.0,4.6,0.0,0.0,0.0
457,1254,1254,/players/e/elamikh01.html,Khalid El-Amin,2001,2001,G,UConn,5-10,200.0,"April 25, 1979",0.37,50,6.3,0.778,2.3,6.2,1.1,1.4,0.6,1.7,0.333,0.415,12.2,-0.1,-2.4,0.03,0.6,0.416,108.0,15.3,0.822,5.4,12.9,2.7,3.3,1.8,5.1,0.355
458,1257,1257,/players/e/ellebcj01.html,CJ Elleby,2021,2022,F,Washington State,6-6,200.0,"June 16, 2000",0.39,88,4.6,0.717,1.7,4.3,0.8,1.1,0.5,1.8,0.275,0.449,9.2,-1.1,-5.2,0.018,0.5,0.413,64.0,16.6,0.749,5.7,13.8,3.2,4.2,2.0,5.4,0.367
459,1259,1259,/players/e/ellenhe01.html,Henry Ellenson,2017,2021,F,Marquette,6-10,240.0,"January 13, 1997",0.371,83,4.1,0.773,1.5,3.9,0.6,0.8,0.6,1.8,0.336,0.446,10.7,-0.3,-3.7,0.023,0.4,0.446,33.0,17.0,0.749,5.9,13.2,4.3,5.8,0.9,3.2,0.288
460,1260,1260,/players/e/ellinwa01.html,Wayne Ellington,2010,2022,G,UNC,6-4,207.0,"November 29, 1987",0.41,770,8.0,0.843,2.9,7.1,0.7,0.8,1.6,4.1,0.382,0.522,11.1,2.2,-1.5,0.063,21.1,0.463,115.0,14.7,0.809,5.4,11.6,2.0,2.5,2.0,5.0,0.397
461,1268,1268,/players/e/ellisla01.html,LaPhonso Ellis,1993,2003,F,Notre Dame,6-8,240.0,"May 5, 1970",0.452,624,11.9,0.73,4.6,10.3,2.2,3.0,0.4,1.3,0.302,0.471,14.6,4.6,-1.0,0.089,32.8,0.577,97.0,15.5,0.675,6.1,10.5,3.3,4.8,0.2,0.3,0.455
462,1276,1276,/players/e/elyme01.html,Melvin Ely,2003,2014,C,Fresno State,6-10,260.0,"May 2, 1978",0.46,375,5.3,0.625,2.1,4.5,1.1,1.8,0.0,0.0,0.0,0.46,10.6,-3.1,-4.0,0.032,4.0,0.577,124.0,15.7,0.648,6.4,11.0,3.0,4.6,0.0,0.0,0.333
463,1277,1277,/players/e/embiijo01.html,Joel Embiid,2017,2022,C,Kansas,7-0,280.0,"March 16, 1994",0.49,328,26.0,0.81,8.5,17.4,7.8,9.6,1.2,3.5,0.338,0.524,27.1,20.4,5.9,0.205,43.7,0.626,28.0,11.2,0.685,3.8,6.1,3.5,5.1,0.0,0.2,0.2
464,1279,1279,/players/e/emmetan01.html,Andre Emmett,2005,2012,F,Texas Tech,6-5,230.0,"August 27, 1982",0.462,14,1.4,0.615,0.4,0.9,0.6,0.9,0.0,0.1,0.0,0.462,8.5,-0.1,-5.5,0.04,0.1,0.5,128.0,17.6,0.703,6.9,13.8,3.4,4.9,0.4,1.4,0.312
465,1286,1286,/players/e/englijo01.html,Jo Jo English,1993,1995,G,South Carolina,6-4,195.0,"February 4, 1970",0.416,50,3.6,0.556,1.5,3.6,0.4,0.7,0.2,0.6,0.344,0.447,6.4,-0.5,-5.1,-0.001,0.0,0.455,115.0,12.5,0.659,4.6,10.1,2.1,3.1,1.2,3.2,0.376
466,1287,1287,/players/e/engliki01.html,Kim English,2013,2013,G,Missouri,6-6,200.0,"September 24, 1988",0.375,41,2.9,0.724,1.0,2.7,0.5,0.7,0.3,1.2,0.28,0.438,7.9,-0.2,-4.2,0.021,0.2,0.42,141.0,11.1,0.727,3.7,8.7,2.1,2.9,1.7,4.3,0.394
467,1290,1290,/players/e/ennisja01.html,James Ennis III,2015,2022,F,Cal State Long Beach,6-6,215.0,"July 1, 1990",0.457,395,6.7,0.797,2.3,5.0,1.3,1.6,0.8,2.2,0.36,0.537,11.7,0.9,-1.5,0.097,16.2,0.493,67.0,13.2,0.788,4.5,9.0,2.8,3.6,1.5,4.1,0.354
468,1291,1291,/players/e/ennisty01.html,Tyler Ennis,2015,2018,G,Syracuse,6-3,194.0,"August 24, 1994",0.419,186,4.2,0.768,1.7,4.1,0.4,0.5,0.4,1.1,0.317,0.463,10.3,-0.8,-3.4,0.026,1.3,0.411,34.0,12.9,0.765,4.4,10.6,3.4,4.4,0.9,2.5,0.353
469,1303,1303,/players/e/evansbr01.html,Brian Evans,1997,1999,F,Indiana,6-8,220.0,"September 13, 1973",0.381,102,3.7,0.82,1.4,3.7,0.5,0.6,0.4,1.1,0.343,0.43,11.8,0.3,-0.8,0.076,1.7,0.449,124.0,13.7,0.8,4.6,10.2,3.1,3.8,1.5,3.7,0.408
470,1305,1305,/players/e/evansja02.html,Jacob Evans,2019,2020,G-F,Cincinnati,6-4,210.0,"June 18, 1997",0.337,59,2.8,0.833,1.1,3.2,0.4,0.5,0.3,0.9,0.315,0.382,4.8,-0.8,-7.4,-0.047,-0.6,0.429,105.0,11.7,0.755,4.0,9.4,2.0,2.7,1.7,4.4,0.377
471,1306,1306,/players/e/evansja01.html,Jawun Evans,2018,2019,G,Oklahoma State,6-0,185.0,"July 26, 1996",0.345,56,4.2,0.776,1.6,4.8,0.7,0.9,0.3,1.0,0.263,0.373,6.7,-0.7,-5.4,-0.022,-0.4,0.448,54.0,16.6,0.818,5.7,12.7,4.2,5.1,1.0,2.5,0.407
472,1307,1307,/players/e/evansje01.html,Jeremy Evans,2011,2018,F,Western Kentucky,6-9,200.0,"October 24, 1987",0.569,250,3.5,0.687,1.5,2.6,0.6,0.8,0.0,0.1,0.231,0.573,17.3,1.9,0.9,0.15,8.2,0.639,134.0,7.9,0.684,3.2,5.0,1.5,2.2,0.1,0.2,0.364
473,1308,1308,/players/e/evansma01.html,Maurice Evans,2002,2012,G,"Wichita State, Texas",6-5,220.0,"November 8, 1978",0.442,562,6.7,0.785,2.5,5.7,0.8,1.0,0.8,2.1,0.363,0.508,11.9,2.0,-1.3,0.096,21.7,0.432,93.0,16.5,0.752,5.6,13.0,3.1,4.2,2.2,5.7,0.382
474,1310,1310,/players/e/evansre01.html,Reggie Evans,2003,2015,F,Iowa,6-8,245.0,"May 18, 1980",0.465,809,4.1,0.528,1.4,2.9,1.3,2.5,0.0,0.0,0.091,0.466,11.7,-2.9,-2.7,0.084,27.1,0.486,69.0,15.3,0.625,4.7,9.7,5.9,9.4,0.0,0.0,0.5
475,1311,1311,/players/e/evansty01.html,Tyreke Evans,2010,2019,G-F,Memphis,6-6,220.0,"September 19, 1989",0.44,594,15.7,0.757,5.9,13.4,3.1,4.1,0.8,2.6,0.323,0.471,17.1,13.1,0.8,0.075,28.4,0.455,37.0,17.1,0.711,6.2,13.6,3.7,5.2,0.9,3.4,0.274
476,1312,1312,/players/e/ewingda01.html,Daniel Ewing,2006,2007,G,Duke,6-3,185.0,"March 26, 1983",0.389,127,3.4,0.78,1.3,3.3,0.6,0.7,0.3,1.0,0.295,0.433,8.3,-0.4,-3.0,0.024,0.8,0.432,138.0,11.6,0.746,3.9,9.0,2.2,2.9,1.6,4.0,0.392
477,1314,1314,/players/e/ewingpa02.html,Patrick Ewing,2011,2011,F,"Indiana, Georgetown",6-8,235.0,"May 20, 1984",0.0,7,0.4,0.75,0.0,0.7,0.4,0.6,0.0,0.3,0.0,0.0,0.6,0.0,-9.1,-0.158,-0.1,0.518,127.0,4.3,0.584,1.6,3.1,0.9,1.6,0.3,0.7,0.36
478,1323,1323,/players/f/farieke01.html,Kenneth Faried,2012,2019,F-C,Morehead State University,6-8,220.0,"November 19, 1989",0.546,478,11.4,0.654,4.6,8.4,2.2,3.3,0.0,0.1,0.222,0.548,19.7,7.5,0.5,0.159,38.8,0.569,136.0,14.8,0.583,5.8,10.1,3.2,5.6,0.0,0.1,0.25
479,1325,1325,/players/f/farmajo01.html,Jordan Farmar,2007,2017,G,UCLA,6-2,180.0,"November 30, 1986",0.423,504,7.7,0.739,2.9,6.8,0.8,1.0,1.2,3.1,0.374,0.507,13.3,3.7,-0.5,0.068,13.9,0.41,66.0,13.3,0.76,4.4,10.8,3.0,4.0,1.5,4.4,0.333
480,1326,1326,/players/f/farmede01.html,Desmon Farmer,2007,2009,G,USC,6-5,220.0,"October 7, 1981",0.31,11,2.4,1.0,0.8,2.6,0.3,0.3,0.5,1.8,0.25,0.397,6.0,-0.1,-5.1,-0.017,0.0,0.41,121.0,13.3,0.746,4.3,10.6,2.9,3.9,1.7,5.0,0.338
481,1329,1329,/players/f/farmeto01.html,Tony Farmer,1998,2000,F,"San Jose State, Nebraska",6-9,244.0,"January 3, 1970",0.395,101,5.3,0.77,1.4,3.6,2.3,3.0,0.1,0.5,0.189,0.408,15.5,0.4,-0.8,0.114,3.2,0.466,64.0,9.2,0.677,3.2,6.8,2.8,4.1,0.1,0.5,0.219
482,1332,1332,/players/f/favorde01.html,Derrick Favors,2011,2022,F-C,Georgia Tech,6-9,265.0,"July 15, 1991",0.534,790,10.6,0.663,4.3,8.1,1.9,2.8,0.0,0.2,0.198,0.537,18.8,14.0,0.9,0.15,60.2,0.611,36.0,12.4,0.629,5.0,8.1,2.5,4.0,0.0,0.0,0.0
483,1333,1333,/players/f/fazekni01.html,Nick Fazekas,2008,2008,F,Nevada,6-11,235.0,"June 17, 1985",0.561,26,4.1,0.682,1.8,3.2,0.6,0.8,0.0,0.1,0.0,0.561,19.6,0.2,0.5,0.148,0.8,0.532,131.0,18.8,0.815,6.9,12.9,4.2,5.1,0.9,2.6,0.341
484,1337,1337,/players/f/feickja01.html,Jamie Feick,1997,2001,C,Michigan State,6-9,255.0,"July 3, 1974",0.424,201,4.5,0.629,1.7,4.1,1.0,1.6,0.1,0.1,0.4,0.432,12.4,-0.7,-2.7,0.091,8.2,0.502,106.0,6.6,0.577,2.5,5.0,1.4,2.4,0.2,0.6,0.294
485,1341,1341,/players/f/feldeka01.html,Kay Felder,2017,2018,G,Oakland,5-9,176.0,"March 29, 1995",0.364,58,3.8,0.754,1.4,3.9,0.8,1.1,0.2,0.7,0.268,0.388,9.3,-0.4,-4.7,-0.041,-0.4,0.426,101.0,17.5,0.822,5.5,12.9,5.1,6.2,1.4,4.1,0.345
486,1343,1343,/players/f/felixca01.html,Carrick Felix,2014,2014,G,Arizona State,6-6,201.0,"August 17, 1990",0.5,7,2.7,0.75,1.0,2.0,0.4,0.6,0.3,0.7,0.4,0.571,13.3,0.0,-3.4,0.057,0.0,0.456,94.0,10.2,0.704,3.6,8.0,1.9,2.6,1.1,3.2,0.326
487,1344,1344,/players/f/felixno01.html,Noel Felix,2006,2006,F,Fresno State,6-9,225.0,"October 4, 1981",0.24,12,1.5,0.625,0.5,2.1,0.4,0.7,0.1,0.3,0.333,0.26,-1.1,-0.2,-12.5,-0.197,-0.3,0.501,128.0,5.4,0.583,2.3,4.5,0.8,1.4,0.1,0.3,0.212
488,1346,1346,/players/f/feltora01.html,Raymond Felton,2006,2019,G,UNC,6-1,205.0,"June 26, 1984",0.412,971,11.2,0.79,4.2,10.3,1.8,2.2,1.0,2.9,0.329,0.459,13.8,10.1,-0.6,0.067,40.2,0.423,101.0,12.5,0.731,4.1,9.7,2.6,3.5,1.7,4.6,0.375
489,1349,1349,/players/f/fergude01.html,Desmond Ferguson,2004,2004,G-F,"Missouri, Detroit Mercy",6-7,203.0,"July 22, 1977",0.417,7,1.9,0.0,0.7,1.7,0.0,0.3,0.4,1.1,0.375,0.542,11.3,0.0,1.4,0.021,0.0,0.402,116.0,9.9,0.753,3.4,8.4,1.1,1.5,2.1,5.3,0.395
490,1352,1352,/players/f/fernabr01.html,Bruno Fernando,2020,2022,F,Maryland,6-9,240.0,"August 15, 1998",0.527,119,3.2,0.608,1.3,2.5,0.5,0.8,0.1,0.3,0.146,0.537,12.0,-0.6,-4.1,0.052,1.2,0.595,64.0,12.0,0.763,4.5,7.6,2.9,3.8,0.1,0.2,0.308
491,1357,1357,/players/f/ferreyo01.html,Yogi Ferrell,2017,2021,G,Indiana,6-0,178.0,"May 9, 1993",0.42,259,7.7,0.835,2.8,6.6,1.0,1.2,1.1,3.1,0.365,0.504,12.2,0.9,-1.3,0.071,7.7,0.432,137.0,14.5,0.83,4.6,10.8,3.2,3.9,2.0,5.0,0.399
492,1364,1364,/players/f/fieldla01.html,Landry Fields,2011,2015,F,Stanford,6-7,210.0,"June 27, 1988",0.473,255,6.8,0.666,2.7,5.7,1.0,1.4,0.5,1.4,0.332,0.515,12.1,2.6,-0.3,0.084,10.5,0.463,129.0,10.8,0.676,3.9,8.4,2.3,3.3,0.8,2.3,0.342
493,1369,1369,/players/f/finlemi01.html,Michael Finley,1996,2010,G-F,Wisconsin,6-7,215.0,"March 6, 1973",0.444,1103,15.7,0.811,6.1,13.7,2.2,2.7,1.3,3.5,0.375,0.492,16.0,28.8,1.0,0.108,85.2,0.44,115.0,18.7,0.769,6.4,14.6,4.0,5.2,1.9,5.5,0.338
494,1371,1371,/players/f/finnedo01.html,Dorian Finney-Smith,2017,2022,F,Florida,6-7,220.0,"May 4, 1993",0.446,394,8.2,0.718,3.0,6.8,0.7,1.0,1.4,3.9,0.361,0.551,11.2,3.6,-0.7,0.092,20.7,0.411,134.0,10.7,0.657,3.6,8.7,2.1,3.2,1.4,3.8,0.362
495,1373,1373,/players/f/fishede01.html,Derek Fisher,1997,2014,G,Little Rock,6-1,200.0,"August 9, 1974",0.399,1287,8.3,0.817,2.9,7.2,1.6,1.9,1.0,2.6,0.374,0.466,11.7,8.9,-0.9,0.091,62.3,0.414,112.0,12.4,0.747,3.9,9.3,3.6,4.8,1.1,2.9,0.38
496,1375,1375,/players/f/fitchge01.html,Gerald Fitch,2006,2006,G,Kentucky,6-3,188.0,"August 12, 1982",0.337,18,4.7,0.739,1.7,4.9,0.9,1.3,0.4,1.4,0.269,0.376,10.2,-0.1,-3.5,0.026,0.1,0.452,127.0,11.0,0.736,3.6,8.0,2.1,2.9,1.6,4.0,0.396
497,1379,1379,/players/f/fizerma01.html,Marcus Fizer,2001,2006,F,Iowa State,6-9,262.0,"August 10, 1978",0.435,289,9.6,0.691,3.8,8.8,1.9,2.8,0.1,0.4,0.191,0.439,13.4,-2.6,-3.7,0.022,2.7,0.511,97.0,18.9,0.702,7.1,13.9,4.4,6.3,0.2,0.7,0.292
